group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06,lbi07,lbi08,lbi09,lbi10,lbi11,lfy01,lfy02,lfy03,lfy04,lfy05,lfy06,lfy07,lfy08,lfy09,lfy10,lfy11,lfy12,lke01,lke02,lke03,lke04,lke05,lke06,lke07,lke08,lke09,lke10,lke11,lmay01A,lmaa02,lmaa03,lmaa04,lmaa05,lmaa06,lmaa07,lmaa08,lmaa09,lmaa10,lmaa11,lmaa12,lmaa13,lmaa14,lmaa15,lmaa16,lmaa17,lmaa18,lmaa19,lmaa20,lmay01B,lmab02,lmab03,lmab04,lmab05,lmab06,lmab07,lmab08,lmab09,lmab10,lmab11,lmab12,lmab13,lmab14,lmab15,Hylättyjä arvosanoja,Arvosanojen lukumäärä,Opintoviikkoja,Keskiarvo
21a,9,9,9,-,-,-,-,-,-,-,-,9,9,10,8,9,8,7,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,10,9,10,9,9,9,9,10,9,9,10,8,10¹,10¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,9.0
21a,9,9,9,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,8,9,9,9,9,9,10,9,7,7,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,8.79
21a,9,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,7,9,9,8,8,9,9,8,6,7,7¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,8.26
21a,9,9,9,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,8,8,8,8,8,8,8,-,5,-,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,32.0,8.18
21a,9,8,8,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,7,6,6,6,6,6,5,5¹,-,-,-,-,-,-,21.0,26.0,7.19
21a,9,9,9,-,-,-,-,-,-,-,-,10,10,10,9,8,-,-,-,-,-,-,-,9,9,9,8,9,7,S¹,-,-,-,-,9,9,9,9,9,9,9,9,9,9,9,9,9¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.0,54.0,8.96
21a,9,9,9,9,9,8,S¹,S¹,-,-,-,10,10,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,7,7,7,9,7,7,8,8,5,6,7,6¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,8.0
21a,9,9,9,9,9,9,S¹,-,-,-,-,9,9,8,8,9,9,8,9,-,10¹,-,-,9,9,9,9,9,10,S¹,-,-,-,-,10,9,8,9,9,9,9,9,10,9,9,8,9¹,9¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.0,70.0,8.94
21a,9,8,8,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,5,7,7,7,8,8,5,6,7¹,S¹,S¹,S¹,-,-,-,24.0,32.0,7.5
21a,9,9,9,9,8,-,-,-,-,-,-,8,8,9,8,9,9,K,-,-,-,-,-,9,9,7,6,K,-,-,-,-,-,-,10,10,10,10,9,10,10,10,10,10,9,7,10¹,10¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,54.0,8.93
21a,9,10,10,8,9,9,S¹,-,-,S¹,-,7,7,7,7,6,6,-,-,-,-,-,-,9,9,8,6,8,4,-,S¹,-,-,-,9,7,7,7,7,7,7,8,7,5,7,-,5¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,37.0,62.0,7.48
21a,9,9,9,10,9,8,S¹,S¹,-,S¹,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,10,10,9,10,10,9,9,10,9,7,9,8,10¹,9¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,50.0,9.09
21a,9,9,9,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,S¹,-,-,-,8,7,8,7,7,5,5,5,7,-,5,-,-,-,-,-,-,S¹,S¹,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.12
21a,10,9,9,8,8,7,S¹,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,7,5,9,8,S¹,-,-,-,-,8,7,6,7,6,5,5,6,6,-,-,5,-,5¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,50.0,7.38
21a,10,10,10,10,8,9,S¹,-,-,-,-,9,9,7,-,-,-,-,-,-,-,-,-,9,9,8,6,7,7,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,7,8,10,8,9,6,-,8,9¹,-,S¹,S¹,S¹,-,-,33.0,50.0,8.39
21a,10,9,9,9,9,10,S¹,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,9,-,-,-,-,-,-,-,-,10,9,9,9,8,9,9,9,9,9,7,8,8¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,8.96
21a,10,10,10,10,9,8,S¹,-,-,-,-,9,9,9,10,8,7,-,-,-,-,-,-,10,10,8,7,9,9,S¹,-,-,-,-,10,9,9,9,10,9,9,9,8,-,6,7,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.0,62.0,8.86
21a,10,9,9,9,8,8,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,10,10,8,6,8,5,S¹,-,-,-,-,9,7,8,7,7,6,6,9,7,5,7,7,6¹,5¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.0,54.0,7.73
21a,10,10,10,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,8,8,7,5,5,7,6,-,-,5,5¹,5¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,34.0,7.76
21b,6,6,6,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,4,5,6,8,8,-,7,6¹,-,-,-,-,-,1,20.0,24.0,6.4
21b,7,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,7,5,5,5,5,5,5,5,7,5,6,5,4¹,5¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,25.0,38.0,6.0
21b,7,6,6,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,8,6,8,9,8,8,8,8,6¹,-,-,-,-,-,-,21.0,26.0,7.13
21b,7,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,9,9,6,7,9,8,8,9,9,7,7,7,7¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.58
21b,7,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,8,9,8,9,9,9,5,-,-,S¹,S¹,-,-,-,22.0,28.0,7.75
21b,8,8,8,-,-,-,-,-,-,-,-,7,7,8,7,7,8,4,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,5,6,5,7,6,6,6,7,-,8,5,6¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,29.0,46.0,6.83
21b,8,8,8,-,-,-,-,-,-,-,-,9,9,7,9,9,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,7,7,8,7,7,6,6,7,9,6,8,6,7¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,44.0,7.68
21b,8,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,S¹,-,-,-,9,8,8,8,8,10,10,10,10,9,-,8,9¹,O¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,36.0,8.56
21b,8,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,5,7,4,6,6,7,7,5¹,-,-,-,-,-,1,22.0,28.0,7.06
21b,8,8,8,-,-,-,-,-,-,-,-,6,6,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,6,7,9,9,9,9,8,9,7¹,-,S¹,-,-,-,-,22.0,28.0,7.88
21b,8,8,8,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,4,6,8,8,8,8,8,8,8¹,-,-,-,-,-,1,21.0,26.0,7.5
21b,8,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7,10,9,7,8,8,7,7,5¹,-,-,-,-,-,-,21.0,26.0,7.56
21b,8,8,8,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,7,8,7,8,7,7,7,7,7,8,6,7,6¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.26
21b,9,9,9,-,-,-,-,-,-,-,-,8,8,7,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,8,9,8,9,8,8,9,7,7,8,7,7¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.15
21b,9,9,9,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,10,9,9,9,9,9,9,9,9,10,9,10,9¹,10¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,9.26
21b,9,9,9,9,9,8,S¹,-,-,S¹,-,7,7,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,9,8,8,8,8,8,9,8,9,7,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,8.36
21b,9,8,8,-,-,-,-,-,-,-,-,8,8,10,9,9,9,9,7,-,8¹,S¹,-,8,8,-,-,-,-,-,-,-,-,-,9,8,8,8,8,9,9,8,8,8,9,7,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.0,54.0,8.36
21b,9,9,9,-,-,-,-,-,-,-,-,7,7,9,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,10,8,9,8,8,8,8,9,9,7,7,6,7¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.25
21b,9,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5,5,5,5,5,5,-,-,-,-,-,-,-,-,-,18.0,20.0,6.5
21b,9,9,9,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,10,9,8,9,9,9,9,8,7,-,8,9,7¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,36.0,8.56
21b,9,9,9,9,8,8,S¹,-,-,-,-,7,7,9,9,9,9,8,9,-,10¹,S¹,-,9,9,9,8,9,8,S¹,S¹,-,-,-,9,9,9,9,10,9,9,10,8,9,9,7,9¹,9¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.0,74.0,8.69
21b,9,9,9,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,10,10,10,10,10,9,9,10,10,10,9,9,9¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,9.21
21b,9,9,9,-,-,-,-,-,-,-,-,8,8,10,10,10,9,9,10,-,9¹,S¹,-,9,9,-,-,-,-,-,-,-,-,-,10,10,10,10,10,9,9,10,10,9,10,9,9¹,10¹,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0,56.0,9.4
21b,9,9,9,-,-,-,-,-,-,-,-,8,8,9,-,-,-,-,-,-,-,-,-,9,9,9,8,8,9,S¹,S¹,-,-,-,9,8,8,8,6,8,8,7,7,8,9,8,7¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.0,52.0,8.25
21b,9,9,9,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,6,7,6,7,6,6,6,7,6,7,5,6¹,O¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,36.0,7.11
21b,10,10,10,7,6,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,9,8,7,8,8,8,6,6,7¹,-,-,-,-,-,-,24.0,32.0,7.94
21b,10,10,10,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,4,7,7,8,8,-,-,-,-,-,-,-,-,1,18.0,20.0,8.14
21b,10,9,9,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,9,9,8,9,8,9,9,9,10,-,7,7,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,36.0,8.44
21b,10,9,9,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,8,9,9,9,8,8,8,9,7¹,-,-,-,-,-,-,21.0,26.0,8.56
21b,10,10,10,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,10,9,9,9,10,8,8,10,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,9¹,-,-,-,-,-,-,23.0,32.0,9.41
21c,8,8,8,-,-,-,-,-,-,-,-,9,9,9,9,8,9,8,7,-,8¹,S¹,-,8,8,-,-,-,-,-,S¹,-,-,-,8,8,8,8,8,8,8,8,7,8,7,7,6¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0,56.0,8.04
21c,8,7,7,-,-,-,-,-,-,-,-,8,8,9,9,8,8,8,7,S¹,7¹,S¹,-,8,8,-,-,-,-,-,S¹,-,-,-,7,6,7,6,8,8,8,7,8,7,9,6,6¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,58.0,7.6
21c,8,8,8,7,O,K,-,-,-,S¹,-,8,8,7,6,6,6,K,K,-,K¹,S¹,-,7,7,6,5,4,-,-,S¹,S¹,K¹,-,8,7,8,7,6,O,O,6,5,4,7,O,6¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,43.0,55.0,6.63
21c,8,7,7,-,-,-,-,-,-,-,-,9,9,9,9,9,9,9,10,S¹,10¹,S¹,-,9,9,9,9,8,7,S¹,S¹,-,-,-,8,8,7,8,9,9,9,9,9,10,10,10,8¹,9¹,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.0,70.0,8.69
21c,8,7,7,9,8,8,S¹,-,-,K¹,-,7,7,7,7,8,5,6,6,-,-,S¹,-,9,9,8,7,5,5,S¹,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,6,10,9,10,8,9,7,8¹,-,S¹,S¹,-,-,-,41.0,65.0,7.45
21c,8,8,8,-,-,-,-,-,-,-,-,9,9,9,8,8,9,6,7,-,7¹,S¹,-,6,6,6,4,5,5,S¹,S¹,-,-,-,7,8,7,8,7,7,7,7,6,6,9,4,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,39.0,66.0,7.03
21c,8,9,9,9,9,8,S¹,-,-,-,-,8,8,8,10,9,9,8,9,-,7¹,S¹,-,9,9,8,-,7,6,S¹,S¹,-,-,-,8,8,8,8,7,8,8,8,9,-,8,9,9¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.0,70.0,8.3
21c,9,8,8,7,7,7,S¹,-,-,S¹,-,10,10,9,9,8,8,7,8,-,9¹,S¹,-,9,9,7,7,4,-,-,S¹,-,S¹,-,7,6,6,6,7,6,6,9,7,7,5,8,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,43.0,74.0,7.45
21c,9,7,7,-,-,-,-,-,-,-,-,9,9,7,8,8,8,6,7,-,6¹,S¹,-,9,9,-,-,-,-,-,-,-,-,-,8,8,9,8,8,7,7,9,8,6,8,5,6¹,7¹,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34.0,56.0,7.76
21c,9,9,9,9,9,10,S¹,-,-,S¹,-,9,9,10,7,10,9,8,9,-,8¹,-,-,9,9,8,9,10,9,S¹,-,-,S¹,-,9,8,7,8,8,8,8,9,10,-,10,8,7¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.0,72.0,8.81
21c,9,9,9,9,9,7,S¹,-,-,S¹,-,8,8,7,9,7,8,6,5,-,6¹,-,-,8,8,8,7,7,5,S¹,S¹,S¹,S¹,-,7,8,6,8,6,6,6,5,6,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,41.0,72.0,7.17
21c,9,8,8,-,-,-,-,-,-,-,-,9,9,9,9,8,9,9,7,S¹,8¹,S¹,-,9,9,9,8,8,7,-,S¹,-,-,-,9,8,8,8,8,9,9,9,8,8,10,8,8¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.0,66.0,8.48
21c,9,8,8,-,-,-,-,-,-,-,-,8,8,9,9,7,9,8,9,S¹,9¹,S¹,-,8,8,8,6,8,8,S¹,-,-,-,-,9,9,9,9,8,9,9,8,9,10,10,8,9¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.0,66.0,8.45
21c,9,9,9,-,-,-,-,-,-,-,-,10,10,9,8,7,8,10,7,S¹,9¹,S¹,-,8,8,-,-,-,-,-,S¹,-,-,-,8,7,7,7,7,8,8,8,8,7,8,7,6¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.0,58.0,8.08
21c,9,10,10,9,9,9,S¹,-,-,-,-,9,9,10,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,S¹,-,-,9,9,8,9,8,8,8,8,9,7,9,8,9¹,6¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,52.0,8.78
21c,9,9,9,9,9,9,S¹,-,-,-,-,9,9,10,8,9,9,8,8,-,9¹,S¹,-,8,8,9,8,9,8,S¹,S¹,-,S¹,-,9,9,9,9,9,8,8,10,8,8,9,9,7¹,8¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.0,76.0,8.72
21c,9,9,9,9,9,8,S¹,-,-,-,-,10,10,9,9,9,8,8,8,-,10¹,S¹,-,7,7,-,-,-,-,-,S¹,-,-,-,8,8,7,8,8,8,8,8,8,8,9,9,8¹,9¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.0,64.0,8.39
21c,9,10,10,9,9,8,S¹,-,-,S¹,-,10,10,8,10,9,9,9,9,S¹,9¹,S¹,-,9,9,9,7,9,8,S¹,S¹,S¹,S¹,-,9,10,9,10,9,9,9,9,10,9,10,8,9¹,9¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.0,84.0,9.09
21c,9,9,9,-,-,-,-,-,S¹,-,-,10,10,9,10,8,9,K,K,S¹,5¹,S¹,-,10,10,9,K,10,6,K¹,S¹,-,K¹,-,9,9,10,9,9,9,9,7,10,K,8,K,K¹,K¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.0,54.0,9.04
21c,9,9,9,-,-,-,-,-,-,-,-,9,9,8,7,9,9,8,9,S¹,9¹,S¹,-,8,8,9,8,10,8,S¹,S¹,-,-,-,9,9,8,9,9,9,9,10,9,8,10,8,9¹,10¹,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.0,70.0,8.72
21c,9,10,10,7,9,9,S¹,-,-,-,-,9,9,9,9,8,8,8,7,-,8¹,-,-,9,9,9,7,10,9,S¹,-,-,S¹,-,8,8,9,8,8,8,8,9,9,8,7,9,8¹,7¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.0,72.0,8.53
21c,9,10,9,9,7,8,S¹,-,S¹,S¹,-,10,10,8,-,-,-,-,-,-,-,-,-,8,8,9,8,8,5,S¹,S¹,-,-,-,9,7,6,7,6,6,6,6,6,-,8,-,-,-,-,S¹,S¹,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.0,87.0,7.72
